SR_Pcode,State_Region,Tsp_Pcode,Township,Facility,Date,Male,Female,Total
MMR006,Tanintharyi,MMR006004,Yebyu,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,411
MMR006,Tanintharyi,MMR006002,Launglon,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,127
MMR006,Tanintharyi,MMR006003,Thayetchaung,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,28
MMR006,Tanintharyi,MMR006005,Myeik,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,0
MMR006,Tanintharyi,MMR006006,Kyunsu,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,15
MMR006,Tanintharyi,MMR006007,Palaw,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,87
MMR006,Tanintharyi,MMR006008,Tanintharyi,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,86
MMR006,Tanintharyi,MMR006009,Kawthoung,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,66
MMR006,Tanintharyi,MMR006010,Bokpyin,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,116
MMR006,Tanintharyi,MMR006004,Yebyu,ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း,2/4/2020,NA,NA,14
MMR006,Tanintharyi,MMR006004,Yebyu,ကွမ်းရာအင်းကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,10
MMR006,Tanintharyi,MMR006004,Yebyu,ကင်မွန်းချောင်ကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,18
MMR006,Tanintharyi,MMR006004,Yebyu,ပြင်ကြီး ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,6
MMR006,Tanintharyi,MMR006003,Thayetchaung,ရမဲမူလယဉ်ငေးရိပ်သာ,2/4/2020,NA,NA,6
MMR006,Tanintharyi,MMR006005,Myeik,ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,46
MMR006,Tanintharyi,MMR006006,Kyunsu,ရေကန်တောင်ကျေးရွာအုပ်စု ကလိန်ဘဲ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006006,Kyunsu,ဘန္ဒဲနဲကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,4
MMR006,Tanintharyi,MMR006006,Kyunsu,တောပြားကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006006,Kyunsu,ကော်ဇယာကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006006,Kyunsu,မအိုင်ကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,3
MMR006,Tanintharyi,MMR006006,Kyunsu,ဝါရစ်ကျေးရွာအုပ်စု၊ ဝါရစ်ကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,2
MMR006,Tanintharyi,MMR006006,Kyunsu,သန္တုကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,2
MMR006,Tanintharyi,MMR006006,Kyunsu,ရေမြစ်ကြီးကျေးရွာဘုန်းတော်ကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006006,Kyunsu,ကျွဲခရံကျေးရွာဘုန်းတော်ကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006006,Kyunsu,ကံမော်ကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,2
MMR006,Tanintharyi,MMR006007,Palaw,ကဒဲ-ကဗျာကက်သရက်ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006007,Palaw,ကျောက္ကာကျေးရွာအုပ်စု၊ ကျောက္ကာဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,2
MMR006,Tanintharyi,MMR006007,Palaw,လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,11
MMR006,Tanintharyi,MMR006007,Palaw,ကျောင်းနိမ့်ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,3
MMR006,Tanintharyi,MMR006007,Palaw,အလယ်ပိုင်းဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006007,Palaw,ပလအမှတ် (၂) ရပ်ကွက်၊ ကက်သရက်ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006009,Kawthoung,ရွှေဇင်ယော်ရပ်ကွက်၊ ဇိနမာန်အောင်ဘုန်းကြီးကျောင်း,2/4/2020,NA,NA,1
MMR006,Tanintharyi,MMR006004,Yebyu,(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ,2/4/2020,NA,NA,9
MMR006,Tanintharyi,MMR006005,Myeik,ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်,2/4/2020,NA,NA,13
MMR006,Tanintharyi,MMR006009,Kawthoung,ပုလုံးတုံတုံးကျောရွာ Shelter,2/4/2020,NA,NA,82
MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (ကျောက်ကြီး),31/3/2020,47,9,56
MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (နတ်သံကွင်း),31/3/2020,82,46,128
MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (မုန်း),31/3/2020,106,67,173
MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (ညောင်ပင်သာ),31/3/2020,35,8,43
MMR008,Bago,MMR008012,Nattalin,အထက (နတ္တလင်း),31/3/2020,20,5,25
MMR008,Bago,MMR008012,Nattalin,အထက (တာပွန်),31/3/2020,17,3,20
MMR008,Bago,MMR008012,Nattalin,အလက (ပွတ်စု),31/3/2020,15,0,15
MMR008,Bago,MMR008012,Nattalin,အထက (ချဉ်ယုတ်ကွင်း),31/3/2020,22,6,28
MMR008,Bago,MMR008012,Nattalin,အထက (ပေါက်တုန်း),31/3/2020,5,0,5
MMR008,Bago,MMR008012,Nattalin,အထက (ဒမငယ်),31/3/2020,24,1,25
MMR008,Bago,MMR008012,Nattalin,အထက (ပဲမခမ်း),31/3/2020,5,1,6
MMR008,Bago,MMR008012,Nattalin,အထက (အောင်ဇေယျာ),31/3/2020,18,2,20
MMR008,Bago,MMR008012,Nattalin,အထက (ကြိုးကြာကန်),31/3/2020,1,0,1
MMR008,Bago,MMR008012,Nattalin,ရေမွေး,31/3/2020,8,0,8
MMR008,Bago,MMR008012,Nattalin,အထက (နတ္တလင်း),1/4/2020,0,0,0
MMR008,Bago,MMR008012,Nattalin,အထက (တာပွန်),1/4/2020,1,0,1
MMR008,Bago,MMR008012,Nattalin,အလက (ပွတ်စု),1/4/2020,0,0,0
MMR008,Bago,MMR008012,Nattalin,အထက (ချဉ်ယုတ်ကွင်း),1/4/2020,0,0,0
MMR008,Bago,MMR008012,Nattalin,အထက (ပေါက်တုန်း),1/4/2020,0,0,0
MMR008,Bago,MMR008012,Nattalin,အထက (ဒမငယ်),1/4/2020,0,0,0
MMR008,Bago,MMR008012,Nattalin,အထက (ပဲမခမ်း),1/4/2020,1,0,1
MMR008,Bago,MMR008012,Nattalin,အထက (အောင်ဇေယျာ),1/4/2020,0,0,0
MMR008,Bago,MMR008012,Nattalin,အထက (ကြိုးကြာကန်),1/4/2020,1,1,2
MMR008,Bago,MMR008012,Nattalin,ရေမွေး,1/4/2020,0,0,0
MMR008,Bago,MMR008014,Gyobingauk,ဗောဓိရိပ်သာကျောင်းတိုက်,31/3/2020,2,0,2
MMR008,Bago,MMR008014,Gyobingauk,(အမက) မြို့တွင်း,31/3/2020,0,1,1
MMR008,Bago,MMR008014,Gyobingauk,(အမက) ကြို့ပင်ဝိုင်း,1/4/2020,2,1,3
MMR008,Bago,MMR008014,Gyobingauk,ရွာသစ််ရဲကင်း,1/4/2020,3,0,3
MMR008,Bago,MMR008014,Gyobingauk,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),1/4/2020,4,0,4
MMR007,Bago (East),MMR007008,Shwegyin,ကံဘေးအိုင်ကျေးရွာ၊ ပန်းငွေရုံဓမ္မရုံသီရိပ်သာ,28/3/2020,2,0,2
MMR008,Bago (East),MMR007009,Shwegyin,ကံဘေးအိုင်ကျေးရွာ၊ ပန်းငွေရုံဓမ္မရုံသီရိပ်သာ,29/3/2020,2,1,3
MMR013,Yangon,MMR013040,Hlaing,Hlaing Quarantine,1/4/2020,NA,NA,334
MMR013,Yangon,MMR013040,Hlaing,ကေတုမတီဆောင်,1/4/2020,NA,NA,2
MMR013,Yangon,MMR013040,Hlaing,HOYA Hotel,1/4/2020,NA,NA,20
MMR013,Yangon,MMR013040,Hlaing,စစ်ပတ်တည်းခိုစခန်း (စစ်ကြောရေး),1/4/2020,NA,NA,68
MMR013,Yangon,MMR013040,Hlaing,Home Quarantine,1/4/2020,NA,NA,106
MMR009,Magway,MMR009019,Yesagyo,Home Quarantine,31/3/2020,119,58,177
MMR009,Magway,MMR009019,Yesagyo,Facility Quarantine,31/3/2020,87,37,124
MMR010,Mandalay,NA,NA,Hotel Quarantine,1/4/2020,NA,NA,90
MMR010,Mandalay,NA,NA,Facility Quarantine,1/4/2020,NA,NA,3115
MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(၁) ပြွန်တန်ဆာ,2/4/2020,2,2,4
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ) ဝင်္ဂဘော်,2/4/2020,5,8,13
MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)ဝဲဝန်း,2/4/2020,11,5,16
MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)ဘိုင်းဒါး,2/4/2020,6,4,10
MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)ငါးပြေမ,2/4/2020,9,14,23
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ကဒါးသဲကျော,2/4/2020,32,14,46
MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)အောင်းကြီး,2/4/2020,14,7,21
MMR007,Bago (East),MMR007005,Nyaunglebin,အမက(လွန်)ရေတွင်းကုန်း,2/4/2020,1,4,5
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက စစ်ကုန်းချောင်းသစ်,2/4/2020,7,5,12
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ရေကျော်,2/4/2020,7,4,11
MMR007,Bago (East),MMR007005,Nyaunglebin,အမက ကိုးတောင်,2/4/2020,1,1,2
MMR007,Bago (East),MMR007005,Nyaunglebin,အမက ကမွန်းကန်,2/4/2020,1,1,2
MMR007,Bago (East),MMR007005,Nyaunglebin,အမက မအူရိုး,2/4/2020,16,4,20
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ကတုတ်ကြောင်လျှာဖြား,2/4/2020,31,27,58
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ဆင်ကူး,2/4/2020,5,0,5
MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)နဘဲပင်,2/4/2020,3,0,3
MMR007,Bago (East),MMR007001,Bago,ဘုရားကြီးမြို့၊ အမှတ် (၂)ရပ်ကွက် အထကအခြေခံပညာအထက်တန်းကျောင်း,2/4/2020,18,15,33
MMR007,Bago (East),MMR007001,Bago,ပဲခူးတက္ကသိုလ်,2/4/2020,66,39,105
MMR007,Bago (East),MMR007001,Bago,အသောကဘုန်းကြီးကျောင်း,2/4/2020,1,0,1
MMR002,Kayah,MMR002001,Loikaw,သာသနာ့ဗိမာန်,2/4/2020,42,31,73
MMR002,Kayah,MMR002001,Loikaw,အား/ကာသိပ္ပံ,2/4/2020,58,28,86
MMR002,Kayah,MMR002001,Loikaw,သူနာပြု/သားဖွား သင်တန်းကျောင်း,2/4/2020,28,19,47
MMR002,Kayah,MMR002002,Demoso,ဒီးမော့ဆို အ.ထ.က,2/4/2020,34,49,83
MMR002,Kayah,MMR002002,Demoso,နန်းမယ်ခုံ အ.ထ.က,2/4/2020,43,21,64
MMR002,Kayah,MMR002002,Demoso,ပန်ပက် အ.လ.က,2/4/2020,22,25,47
MMR002,Kayah,MMR002002,Demoso,မိုးလုံလေလုံ အားကစားရုံ,2/4/2020,16,0,16
MMR002,Kayah,MMR002003,Hpruso,မြို့နယ်ခန်းမ,2/4/2020,24,0,24
MMR002,Kayah,MMR002003,Hpruso,လောဘူးဒါး အ.လ.က(ခွဲ),2/4/2020,4,29,33
MMR002,Kayah,MMR002004,Shadaw,ရှားတော အ.ထ.က,2/4/2020,20,5,25
MMR002,Kayah,MMR002005,Bawlake,ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),2/4/2020,0,1,1
MMR002,Kayah,MMR002005,Bawlake,ရွာသစ် အ.ထ.က,2/4/2020,0,0,0
MMR002,Kayah,MMR002005,Bawlake,ရွာသစ်ခန်းမဆောင်,2/4/2020,0,0,0
MMR002,Kayah,MMR002006,Hpasawng,ဖားဆောင်း အ.ထ.က,2/4/2020,0,1,1
MMR002,Kayah,MMR002006,Hpasawng,လိုခါးလို ကြယ်ဖြူခန်းမ (မော်ချီး),2/4/2020,0,1,1
MMR002,Kayah,MMR002007,Mese,မယ်စဲ့မြို့နယ် ကျန်းမာရေးဌာနပိုင်အဆောက်အဦ,2/4/2020,3,3,6
MMR013,Yangon,MMR013029,Kungyangon,အမက(မူလွန်)ရေတိမ်,2/4/2020,NA,NA,1
MMR013,Yangon,MMR013029,Kungyangon,အမက(သောင်ခုန်),2/4/2020,NA,NA,1
MMR013,Yangon,MMR013029,Kungyangon,အမက(ခလောက်တရာ),2/4/2020,NA,NA,2
MMR013,Yangon,MMR013029,Kungyangon,အမက(ပြည်တော်သာ),2/4/2020,NA,NA,3
MMR013,Yangon,MMR013029,Kungyangon,အမက(ဘန့်ဘွေးငူ),2/4/2020,NA,NA,7
MMR013,Yangon,MMR013029,Kungyangon,အမက(တော်ကူးအရှေ့),2/4/2020,NA,NA,3
MMR013,Yangon,MMR013029,Kungyangon,အမကမူကြို(မဲဇလီဝ),2/4/2020,NA,NA,1
MMR013,Yangon,MMR013029,Kungyangon,အမက(စံပြသာယာ),2/4/2020,NA,NA,4
MMR013,Yangon,MMR013029,Kungyangon,အမက(တောင်ကုန်း),2/4/2020,NA,NA,1
MMR013,Yangon,MMR013029,Kungyangon,အမက(သီရိမင်္ဂလာ),2/4/2020,NA,NA,4
MMR013,Yangon,MMR013029,Kungyangon,အမက(မူလွန်)ကန်လျားရှည်,2/4/2020,NA,NA,3
MMR009,Magway,MMR009016,Aunglan,အထက (၁) အောင်လံ,1/4/2020,84,28,112
MMR009,Magway,MMR009016,Aunglan,အထက (၂) အောင်လံ,1/4/2020,41,19,60
MMR009,Magway,MMR009016,Aunglan,အထက (၃) အောင်လံ,1/4/2020,80,29,109
MMR009,Magway,MMR009016,Aunglan,စမ်းကလေးကျေးရွာ,1/4/2020,3,1,4
MMR009,Magway,MMR009016,Aunglan,တန်ဘိုးကျေးရွာ,1/4/2020,18,1,19
MMR009,Magway,MMR009016,Aunglan,ပိတောက်ကုန်းကျေးရွာ,1/4/2020,5,0,5
MMR009,Magway,MMR009016,Aunglan,ချောင်ကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,သံရွာကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,အင်းကုန်းကျေးရွာ,1/4/2020,10,16,26
MMR009,Magway,MMR009016,Aunglan,ပဒဲစာသင်ကျောင်း,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,စီဘုန်းကြီးကျောင်း,1/4/2020,5,0,5
MMR009,Magway,MMR009016,Aunglan,ဆေးပုလဲဘုန်းကြီးကျောင်း,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,ဒါးစမ်းကျေးရွာ,1/4/2020,1,1,2
MMR009,Magway,MMR009016,Aunglan,လက်ပံလှကျေးရွာ,1/4/2020,4,3,7
MMR009,Magway,MMR009016,Aunglan,ပြကြီးကျေးရွာ,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,ကျားမွေးကျေးရွာ,1/4/2020,1,1,2
MMR009,Magway,MMR009016,Aunglan,မုန်ညှင်းရိုးကျေးရွာ,1/4/2020,3,1,4
MMR009,Magway,MMR009016,Aunglan,သံဘို,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,ကျောက်စောင်း,1/4/2020,0,1,1
MMR009,Magway,MMR009016,Aunglan,ဆင်တုတ်,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,ဂွေးချိုကျေးရွာ,1/4/2020,1,1,2
MMR009,Magway,MMR009016,Aunglan,အင်တောသာကျေးရွာ,1/4/2020,3,4,7
MMR009,Magway,MMR009016,Aunglan,ထောက်ကြံ့တိုင်း,1/4/2020,7,2,9
MMR009,Magway,MMR009016,Aunglan,မအူခုံ,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,ပြလို့ကျေးရွာ,1/4/2020,2,1,3
MMR009,Magway,MMR009016,Aunglan,ညောင်ပင်ဆိပ်,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,ကျောက်ဆွယ်ကျိုး,1/4/2020,6,0,6
MMR009,Magway,MMR009016,Aunglan,ကွမ်းလောင်းကျေးရွာ,1/4/2020,4,0,4
MMR009,Magway,MMR009016,Aunglan,ကျော်စွာကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,ကံမလေးကျေးရွာ,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,ငါ့ပြင်းကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,စစ္စပါးကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,ကျီရပ်ကုန်းကျေးရွာ,1/4/2020,2,1,3
MMR009,Magway,MMR009016,Aunglan,ကျွဲသေကျေးရွာ,1/4/2020,4,0,4
MMR009,Magway,MMR009016,Aunglan,ရေပေါ်ကျေးရွာ,1/4/2020,15,2,17
MMR009,Magway,MMR009016,Aunglan,သံချိတ်ကျေးရွာ,1/4/2020,1,5,6
MMR009,Magway,MMR009016,Aunglan,မြို့လှကျေးရွာ,1/4/2020,14,12,26
MMR009,Magway,MMR009016,Aunglan,ရွှေပန်းတောကျေးရွာ,1/4/2020,4,2,6
MMR009,Magway,MMR009016,Aunglan,ပျဉ်ထောင်,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,ဗြန်ဒီကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,မဲခေါင်းကျေးရွာ,1/4/2020,8,0,8
MMR009,Magway,MMR009016,Aunglan,ကိုးတောင်,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,တလုတ်ပင်ကျေးရွာ,1/4/2020,10,2,12
MMR009,Magway,MMR009016,Aunglan,သမ္ဘူလ,1/4/2020,31,21,52
MMR009,Magway,MMR009016,Aunglan,သိုက်ရုံကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,ရွာမထုံးကျေးရွာ,1/4/2020,4,4,8
MMR009,Magway,MMR009016,Aunglan,အောင်မြေကုန်းကျေးရွာ,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,လက်ပံစမ်းကျေးရွာ,1/4/2020,18,0,18
MMR009,Magway,MMR009016,Aunglan,ဗိုလ်လှကုန်းကျေးရွာ,1/4/2020,46,23,69
MMR009,Magway,MMR009016,Aunglan,ကွင်းလှ,1/4/2020,2,3,5
MMR009,Magway,MMR009016,Aunglan,မောက်တင်ကျေးရွာ,1/4/2020,3,4,7
MMR009,Magway,MMR009016,Aunglan,သအီဝကျေးရွာ,1/4/2020,2,2,4
MMR009,Magway,MMR009016,Aunglan,မြေရိုးကျေးရွာ,1/4/2020,6,0,6
MMR009,Magway,MMR009016,Aunglan,သနပ်ကျေးရွာ,1/4/2020,6,3,9
MMR009,Magway,MMR009016,Aunglan,ကြက်ရုံလေး,1/4/2020,5,9,14
MMR009,Magway,MMR009016,Aunglan,ကြက်ရုံကြီး,1/4/2020,1,0,1
MMR009,Magway,MMR009016,Aunglan,စခန်းကြီး,1/4/2020,15,2,17
MMR009,Magway,MMR009016,Aunglan,မိုးကောင်းကျေးရွာ,1/4/2020,6,2,8
MMR009,Magway,MMR009016,Aunglan,ပုဏ္ဏားကျေးရွာ,1/4/2020,6,0,6
MMR009,Magway,MMR009016,Aunglan,ဥယျာဉ်ကျေးရွာ,1/4/2020,2,0,2
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ညောင်ပင်ဆိပ်,1/4/2020,NA,NA,259
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ပြလို့,1/4/2020,NA,NA,198
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-မြို့မ,1/4/2020,NA,NA,86
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-MCH,1/4/2020,NA,NA,83
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ရေနံကြီး,1/4/2020,NA,NA,326
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-စီ,1/4/2020,NA,NA,97
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ကျောက်ပန်းတောင်း,1/4/2020,NA,NA,329
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ရွှေပန်းတော,1/4/2020,NA,NA,122
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-သမ္ဘူလ,1/4/2020,NA,NA,285
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-တလုတ်ပင်,1/4/2020,NA,NA,94
MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-အင်းလယ်,1/4/2020,NA,NA,39
MMR007,Bago (East),MMR007014,Htantabin,"ထန်းတပင်မြို့မ,အထကထန်းတပင်",30/3/2020,17,8,25
MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲဆိပ်ကြီး,30/3/2020,7,1,8
MMR007,Bago (East),MMR007014,Htantabin,အမက ရေကျော်,30/3/2020,2,2,4
MMR007,Bago (East),MMR007014,Htantabin,အလက ကြံခင်း,30/3/2020,7,9,16
MMR007,Bago (East),MMR007014,Htantabin,အလက ချောင်းခြား,30/3/2020,13,6,19
MMR007,Bago (East),MMR007014,Htantabin,အလကကျီတော်,30/3/2020,8,2,10
MMR007,Bago (East),MMR007014,Htantabin,အထကနတ်ရွာ,30/3/2020,23,13,36
MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲနှစ်တန့်ကူး,30/3/2020,20,17,37
MMR007,Bago (East),MMR007014,Htantabin,အထကဇရပ်ကြီး,30/3/2020,39,26,65
MMR007,Bago (East),MMR007014,Htantabin,အထကကင်းမွန်ချုံ,30/3/2020,13,7,20
MMR007,Bago (East),MMR007014,Htantabin,အမကဒါးဒေါက်,30/3/2020,6,2,8
MMR007,Bago (East),MMR007014,Htantabin,အထကခွဲအုန်းပင်,30/3/2020,13,11,24
MMR007,Bago (East),MMR007014,Htantabin,အမကအင်းယားကြီး,30/3/2020,7,11,18
MMR007,Bago (East),MMR007014,Htantabin,အမကသပြေကုန်း,30/3/2020,21,7,28
MMR007,Bago (East),MMR007014,Htantabin,အမကစပါးကျီ,30/3/2020,29,12,41
MMR007,Bago (East),MMR007014,Htantabin,အထကခွဲမြို့စိုး,30/3/2020,6,1,7
MMR007,Bago (East),MMR007014,Htantabin,အမကကြိမ်တောမြောင်,30/3/2020,15,3,18
MMR007,Bago (East),MMR007014,Htantabin,ငါ့းဆီးလှောင်,30/3/2020,4,2,6
MMR007,Bago (East),MMR007014,Htantabin,အမကကွေ့ကြီး,30/3/2020,2,NA,2
MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲခြံကြီး,30/3/2020,8,2,10
MMR007,Bago (East),MMR007014,Htantabin,အထကသရက်တန်း,30/3/2020,11,9,20
MMR007,Bago (East),MMR007014,Htantabin,အထက လှည်းလမ်းကူး,30/3/2020,39,17,56
MMR007,Bago (East),MMR007014,Htantabin,အမက ကြို့ကုန်း,30/3/2020,1,1,2
MMR007,Bago (East),MMR007014,Htantabin,အမကရှားစေးဘို,30/3/2020,2,2,4
MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲ ဇလုပ်ကြီး,30/3/2020,17,2,19
MMR007,Bago (East),MMR007014,Htantabin,အထက ဇီးဖြူသောင်,30/3/2020,13,13,26
MMR015,Shan (North),MMR015002,Hseni,မိုင်းလီ (ရွာပြင်),1/4/2020,1,1,2
MMR016,Shan (North),MMR015003,Hseni,ပန်လော့ (ခန်းမ),1/4/2020,4,0,4
MMR017,Shan (North),MMR015004,Hseni,နမ့်တုတ် (ခန်းမ),1/4/2020,0,3,3
MMR003,Kayin,MMR003001,Hpa-An,လှာကမြင်,2/4/2020,NA,NA,46
MMR004,Kayin,MMR003002,Hpa-An,ထောင်ဝိ,2/4/2020,NA,NA,48
MMR005,Kayin,MMR003003,Hpa-An,စိုက်သိပ္ပံ,2/4/2020,NA,NA,35
MMR006,Kayin,MMR003004,Hpa-An,တောင်ကလေး,2/4/2020,NA,NA,103
MMR007,Kayin,MMR003005,Hpa-An,အုန်းဇာပင်,2/4/2020,NA,NA,52
MMR013,Yangon,MMR013022,Mingalartaungnyunt,နေအိမ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,NA,NA,40
MMR014,Yangon,MMR013023,Mingalartaungnyunt,ဘာသာရေးအဆောက်အဦး,2/4/2020,NA,NA,1
MMR015,Yangon,MMR013024,Mingalartaungnyunt,အခြားနေရာများ,2/4/2020,NA,NA,7
MMR017,Shan (North),MMR015004,Hseni,နေအိမ်,25/3/2020,NA,NA,133
MMR018,Shan (North),MMR015005,Hseni,ဘာသာရေးအဆောက်အဦး,25/3/2020,NA,NA,9
MMR019,Shan (North),MMR015006,Hseni,အခြားနေရာများ,3/25/2020,NA,NA,16
MMR010,Mandalay,MMR010D001,Mandalay,ရွှေပြည်သာ ဟိုတယ်၊ မန္တလေး (Hotel Quarantine),2/4/2020,NA,NA,21
MMR010,Mandalay,MMR010022,Nyaung-U,ရာဇဂြိုလ်ဟိုတယ်၊ညောင်ဦး (Hotel Quarantine),2/4/2020,NA,NA,15
